doublepump,-21216,-29188,-13840,32767,5946,-32768,-32768,26944,-5640,32767,13438,-32768,5604,16088,-1868,-4590,-30325,-4369,4177078826
doublepump,-18832,-30628,-12508,32767,3235,-32768,-32768,29800,-8292,32767,10522,-32750,6336,16296,-2464,-4465,-29341,-3816,180276685
doublepump,-17088,-31052,-10872,32767,8486,-32768,-28724,28320,-9048,32767,8131,-28039,6720,15700,-2780,-4496,-27676,-3430,4071156276
doublepump,-19060,-28880,-7520,26941,4285,-32768,-26512,25728,-9348,32767,6285,-24715,6928,14668,-1732,-3647,-24766,-3749,3908935117
doublepump,-14408,-32768,-4696,25446,10466,-32768,-23712,23248,-9032,29428,5172,-22855,4840,15064,-1692,-3000,-23332,-3808,3440133879
doublepump,-18356,-32768,-2712,27440,8070,-32768,-21556,21768,-8436,25513,5101,-22241,3796,16096,-2964,-2845,-22196,-3448,2170085154
doublepump,-16612,-32768,-2336,30992,5777,-32768,-19380,19464,-6936,22394,6502,-20749,2756,16936,-3488,-2802,-21550,-3056,3372935990
doublepump,-17572,-28948,212,31001,2326,-32768,-18696,17372,-6268,19898,8113,-17602,940,16996,-3608,-3153,-21489,-2373,814797335
doublepump,-16164,-27716,2700,29063,2086,-32768,-18784,16040,-5624,17549,9375,-13864,2792,16136,-3640,-3624,-21629,-1605,3632225100
doublepump,-15348,-23736,6844,20891,2841,-32768,-18568,15624,-4924,14468,9648,-10423,4224,16300,-2092,-2687,-20427,-1665,3288899817
doublepump,-13472,-27736,5240,17931,6970,-32768,-19084,15416,-3840,10530,9536,-7652,4792,16468,-2956,-2187,-18821,-1731,719375053
doublepump,-17196,-24060,5308,12364,5323,-32768,-19484,14132,-2308,6980,9091,-4850,3032,16156,-3436,-2234,-17856,-912,805537658
doublepump,-13384,-22392,3172,16259,9467,-32768,-19296,12296,-1404,4279,8805,-1494,2384,15364,-3044,-2523,-16498,-34,3872522719
