jamesbond,-13584,-13888,704,1792,2452,-337,-14856,9536,5884,26543,8065,-12427,4652,12288,2936,-2917,-19753,-6075,2542887085
jamesbond,-13060,-13964,292,2570,2343,-1497,-14004,9256,4000,24783,8013,-10737,3176,10432,3940,-2917,-18609,-5206,1607768850
jamesbond,-11828,-14464,-544,7021,2575,-2745,-13504,9048,3792,22126,7742,-9221,1628,10468,3520,-2776,-18060,-4347,1870512248
jamesbond,-10488,-13600,-1596,11277,3668,-3958,-13436,8120,3080,19444,7420,-7825,1552,10468,3480,-2388,-17411,-4051,2062356209
jamesbond,-9936,-12416,-2580,14438,4828,-4822,-14260,7152,3268,16726,6544,-6195,1308,11016,3948,-1955,-17092,-4373,898637771
jamesbond,-9808,-11732,-2564,15200,5923,-5341,-14576,6328,3380,14745,5071,-5050,604,11784,3704,-1231,-17143,-4780,595290501
jamesbond,-10552,-10660,-1424,16007,6061,-5022,-15416,4988,4020,13599,3305,-3653,608,11624,3436,-546,-17467,-5200,2183880149
jamesbond,-9440,-11064,-1480,16045,6568,-4544,-15400,4116,4188,13226,2179,-1619,924,12016,2776,-92,-18667,-5481,2674643150
jamesbond,-8960,-10884,-1120,16577,6922,-3781,-16460,3128,4400,13674,716,417,-360,13348,2404,-86,-20534,-5530,265972375
jamesbond,-8868,-11324,96,17863,7286,-3155,-16068,5008,3480,9919,40,564,-1084,14464,2856,-329,-22404,-5289,2423657127
jamesbond,-9268,-12220,-416,18904,7837,-2537,-17004,20,1904,7148,-3159,301,-1072,14736,2584,-432,-23831,-5270,1903782015
jamesbond,-9708,-14252,-588,21224,8563,-2512,-16252,-3344,332,16006,-3474,1722,52,14388,2228,-635,-24696,-5590,923838077
jamesbond,-9832,-16132,-124,24985,9327,-2814,-17632,752,2400,18174,-5812,3616,604,14432,1836,-812,-25721,-5576,2270978961
jamesbond,-10368,-17612,972,29324,9859,-3414,-15972,1016,1748,18482,-7214,5835,1740,13680,2356,-863,-26068,-5462,1067648728
jamesbond,-11052,-18836,2688,32279,9536,-4502,-15004,1748,1456,21418,-7533,6243,1664,13028,2744,-627,-26003,-5241,3537560087
jamesbond,-11244,-21320,4444,32767,8585,-6516,-13372,3064,1428,21980,-7593,5380,1284,12392,2464,53,-25948,-4769,2887658032
jamesbond,-12120,-23460,5632,32767,6512,-9289,-12952,4152,1992,18739,-7320,3102,1484,11824,1872,620,-26072,-4157,3542380099
jamesbond,-12600,-24832,6456,32767,3820,-12377,-13152,3872,2332,13972,-7291,329,2156,13368,1960,608,-26525,-3567,3922958592
jamesbond,-13176,-23884,9076,32767,1236,-15382,-14404,2800,2760,12406,-7278,-1004,2848,18924,872,488,-25377,-3511,3948971073
jamesbond,-15144,-23316,11880,32767,-1832,-18411,-13392,2680,-388,14896,-5540,-1626,3184,23296,1136,210,-23626,-4192,3841631984
jamesbond,-17396,-23808,17080,31016,-6039,-20956,-14632,3612,280,17778,-5737,-3115,4576,19676,1100,-1579,-21830,-5681,648849616
jamesbond,-18700,-29364,23048,24964,-11845,-24123,-13528,3628,3492,17899,-4744,-4389,3760,14396,2452,-2000,-20715,-6158,3166624477
jamesbond,-19732,-30656,25772,22227,-18091,-28105,-11596,3632,4300,18239,-4841,-4805,3416,12532,2500,-1408,-18620,-5933,197401347
jamesbond,-19712,-29816,26116,19901,-23534,-32768,-10880,5396,3400,18130,-2467,-4805,2592,12972,3180,-695,-16870,-5120,2871310763
jamesbond,-22856,-32768,26428,15800,-29097,-32768,-12172,6088,2248,16777,-1104,-4677,2584,15116,4104,342,-15258,-4446,917959362
jamesbond,-25612,-32768,24212,14103,-32768,-32768,-14276,6620,2524,14390,-542,-5504,1668,16972,2412,1357,-13585,-4116,3801193519
jamesbond,-25888,-32768,20952,11754,-32768,-32768,-15968,5996,3868,11643,-271,-6643,1492,17968,1544,1773,-11996,-3919,2182506516
jamesbond,-27452,-32768,21440,7405,-32768,-32768,-15488,6772,4516,8457,1088,-8054,1200,17928,1816,1943,-10977,-3812,1130560947
jamesbond,-28364,-32768,18508,3893,-32768,-32768,-15800,7116,4916,6629,2324,-9063,820,17832,1704,1931,-10814,-3550,3000607150
jamesbond,-26260,-31400,12004,-257,-32768,-32768,-15668,6884,4812,6172,3123,-8899,332,17108,1804,2027,-11198,-3214,3689619980
jamesbond,-23732,-29240,7040,-2653,-32768,-32768,-16492,5820,5220,6878,3236,-8052,-340,16628,1552,2144,-11369,-2736,2220544067
jamesbond,-19916,-26540,3660,169,-32768,-32768,-16368,4916,5248,7962,2773,-6717,76,15952,856,2313,-11415,-2215,587972543
jamesbond,-17412,-22124,4496,4055,-32768,-32768,-16208,5116,5796,8507,2583,-5615,784,15740,260,2357,-11100,-1930,4224500092
jamesbond,-16164,-19196,3196,5770,-32768,-32768,-15548,5556,5444,8640,2250,-4857,1256,15324,-204,2274,-11030,-1902,3479013580
jamesbond,-13836,-13400,236,5195,-30160,-32768,-15128,4996,5284,8902,1518,-4274,1008,14496,-352,2182,-11092,-1990,4097532318
jamesbond,-12584,-8660,-668,3606,-29042,-32768,-14104,4376,4808,9434,-394,-3312,956,14292,-660,1667,-11155,-1997,3743994839
jamesbond,-9244,-6324,-1428,2375,-26850,-32768,-13036,4532,4140,10269,-1528,-2718,1292,13876,-184,984,-10982,-1845,4104344230
jamesbond,-7952,-4560,-2152,2549,-24771,-32768,-12096,3176,4268,11427,-2155,-415,1504,12528,-364,383,-10501,-1631,1360403995
jamesbond,-6384,-1396,-3156,1116,-22774,-32768,-12088,968,4788,12619,-3274,1324,2188,12324,636,248,-9615,-1246,585973806
jamesbond,-4168,1568,-4552,-2121,-20860,-30542,-14300,1896,6304,13228,-7574,1785,2248,11356,1248,290,-8810,-1129,3712733157
jamesbond,-1680,4124,-5536,-7869,-18322,-26194,-9320,2540,3996,14233,-3172,2216,2080,10680,1104,695,-8001,-1508,1023098320
jamesbond,-392,4468,-4048,-10918,-13487,-22101,-10496,2676,3148,14195,-5709,2174,1204,10260,600,827,-7873,-1932,3639348178
jamesbond,320,3588,-4760,-8816,-8557,-17461,-9908,2788,2988,14818,-3709,1758,192,11128,308,717,-8461,-2121,3255330354
jamesbond,-1212,10120,-5800,-9929,-4903,-12901,-9980,3032,2552,14516,-3855,766,16,12604,1088,490,-9009,-2267,1091711543
jamesbond,1120,16236,-8636,-12371,-561,-6114,-10104,3016,2472,13836,-3741,325,884,13116,1580,914,-9528,-2298,1987639756
jamesbond,2048,17264,-6360,-15881,2079,606,-11596,3188,3148,12802,-3441,-784,1600,13836,1176,1129,-9559,-2463,2750508085
jamesbond,484,14744,-3068,-18736,4486,8852,-11472,3124,1588,12633,-2027,-1083,2476,14584,820,915,-9214,-2569,3769570608
jamesbond,276,22312,-7336,-17171,8394,18588,-13132,3384,1492,12794,-1386,-1868,3148,14860,1396,1302,-8427,-2586,1456724369
jamesbond,2836,28408,-13352,-18088,12213,28657,-13444,3484,1388,13017,-478,-2223,2924,14408,1788,1585,-7440,-2388,2553755712
jamesbond,3972,32767,-15172,-24287,18081,32767,-14184,3860,1512,12923,16,-2434,3012,13612,2356,1921,-6232,-2016,1456874144
jamesbond,3400,22408,-4476,-21274,24280,32767,-14280,3676,2052,11950,313,-2371,3808,13764,2248,2285,-4853,-1624,2010091703
jamesbond,-3548,1896,2816,-9443,26223,32767,-15652,4792,2528,9086,319,-2560,3572,16768,1056,2314,-3582,-1445,1724912216
jamesbond,-7080,-19180,76,1526,32767,32767,-16780,2520,5324,8539,-517,-2406,1348,21888,568,1771,-2348,-914,3189893560
jamesbond,-27292,-32768,23552,-435,32767,32767,-18588,2300,7396,10066,-1208,-1729,1988,24724,-2260,820,-2266,-667,1400662732
jamesbond,-32768,-32768,32767,6272,24862,32767,-18564,4720,7148,10902,-1053,-1721,2200,24916,-2080,-592,-2103,-1031,2708241095
jamesbond,-9284,-32768,29368,8101,15998,14669,-17064,5528,5316,9423,-361,-1756,1452,21248,-504,-2316,-2097,-1888,3554104845
jamesbond,188,-32768,28464,375,8006,1227,-16764,5248,3756,8813,1323,-1503,1752,18200,720,-3587,-2927,-1553,3697378627
jamesbond,10756,-26332,26488,-3097,2834,-3958,-17568,4680,2844,6807,2573,-743,3548,16244,2296,-3673,-1487,-296,737530202
jamesbond,14920,-16556,22180,-3013,676,-2420,-18252,4136,3564,6032,2925,94,5616,14936,3180,-2907,1322,1003,4201862812
jamesbond,15520,-13056,21696,-3528,-716,444,-18124,3696,4364,3237,2602,356,4144,15244,3832,-2053,3918,1936,1277605749
jamesbond,12540,-13064,21040,-3236,-1574,1930,-16972,4596,5432,1,1839,-362,2112,16036,3776,-1500,5131,2370,3868658293
jamesbond,10072,-16032,20352,389,-1693,1407,-15328,4520,5624,-3125,1108,-1410,888,16212,2752,-1278,5388,2007,3247158672
jamesbond,9028,-16288,18696,4308,-1168,-35,-13864,4528,4376,-3926,746,-1807,-1524,16012,2544,-973,3995,1157,1048499776
jamesbond,8612,-14988,17788,6237,-748,-1102,-13712,5080,3352,-3877,407,-1612,-1128,14392,2740,-1076,1965,256,980363692
jamesbond,7028,-14004,17224,6916,-813,-1658,-13776,4148,2488,-2553,348,-845,232,13728,2972,-690,794,-301,223530352
jamesbond,5464,-13288,15708,5935,-1842,-1916,-14328,4320,3100,-374,-33,163,1408,13604,3140,-238,943,-308,3989130672
jamesbond,3640,-12512,13124,3384,-2927,-2437,-14604,4696,3868,1535,-584,765,2368,14264,3204,133,1762,15,1648132645
jamesbond,1496,-11844,10208,669,-3906,-2855,-14272,4576,3884,2926,-990,966,2352,14920,3228,314,2769,319,3790658067
jamesbond,28,-10952,7040,-1224,-3749,-3599,-13516,5132,3372,3197,-976,937,1896,15224,3020,241,3298,403,1004345925
jamesbond,-1476,-9912,5080,-900,-3053,-4030,-13128,5884,3408,1974,-856,705,1524,15052,2588,7,3245,233,3844257972
jamesbond,-1952,-9508,3156,1804,-1149,-4215,-12832,6460,2792,105,-739,440,1512,15168,2200,-384,3056,20,3565814030
jamesbond,-3844,-8220,2524,4523,1366,-4158,-12660,6740,2740,-1907,-562,319,2556,15760,1684,-813,3364,-42,2670601063
jamesbond,-5428,-7540,2080,6464,3437,-3653,-13188,6660,2452,-2900,-198,551,3616,16880,1564,-1272,4222,-230,3791629649
