chicken,1328,10320,22828,-6025,8829,-10872,11124,-25556,10496,584,2445,-13042,3060,16708,-1104,-445,-2773,-1214,3282780075
chicken,3800,12396,22932,-16697,8290,-6336,9404,-13932,14900,20894,3071,-16348,2340,16456,-708,-506,-3218,-1271,3011978939
chicken,3900,12404,22556,-25405,6053,-1191,540,-1256,24336,26350,-221,-15343,3236,15060,-384,-688,-3894,-1418,3185769230
chicken,6548,11020,22240,-28258,967,2472,-816,7452,32767,19731,-7976,-11903,3280,14084,540,-419,-4218,-1729,1893221403
chicken,8484,10724,18824,-31136,-2955,4825,2848,1080,32767,18651,-14910,-8408,3308,13736,-40,-56,-4208,-2080,4038734528
chicken,8040,6756,17224,-32768,-7644,5867,4164,-2404,32767,24454,-21291,-6607,3268,14440,-944,-65,-3664,-2460,3087828148
chicken,6172,2972,16208,-32768,-12390,5667,3052,-544,32767,30655,-24823,-4270,2776,14912,-276,-517,-3536,-2472,620747487
chicken,3720,-552,15316,-29995,-17407,4783,604,4664,32767,32767,-27689,504,3732,15148,-436,-765,-3650,-2109,1588321856
chicken,552,-2972,11500,-23908,-22414,2969,1660,6232,32767,26603,-29271,3115,4312,15312,-772,-624,-2516,-1808,310311302
chicken,-880,-4892,10108,-17999,-27278,353,-116,2072,32767,20783,-32768,3710,3464,14996,-572,-241,-796,-1641,1746928551
chicken,-1864,-7696,9776,-12621,-30733,-2687,860,-1220,32724,17404,-32768,3345,1824,15284,292,68,441,-932,3649148050
chicken,-4216,-10832,9960,-4967,-32768,-5731,-120,-2640,30524,17993,-32768,3569,1608,15404,120,310,1208,-305,3326775900
chicken,-5612,-13816,9348,4202,-32768,-8261,-488,-660,29912,16860,-30121,4346,1916,15316,132,242,1275,-14,1546977538
chicken,-5416,-14016,5108,16350,-32768,-10050,984,7624,26796,15292,-26618,1515,240,15928,-1100,137,847,-42,3667958479
chicken,-2692,-12128,932,28527,-32768,-8964,2084,-4932,24032,16160,-22711,4888,956,15172,-828,9,1028,-20,1304217885
chicken,-84,-10312,-2456,32767,-32768,-6551,160,6632,23180,-1168,-20970,3237,332,15508,-560,337,1021,445,4023256428
chicken,3280,-4404,-5272,32767,-32768,-2233,2736,-608,22400,-8259,-16298,4714,496,16004,-1236,345,1060,991,3953704103
chicken,6148,2252,-6332,32767,-32768,2586,1388,4524,19188,-12289,-11877,4825,836,15568,-1192,313,1225,1621,3378632569
chicken,11476,576,-7756,25070,-28126,7534,5932,1428,18532,-10235,-7502,4581,2024,15240,-1428,481,1655,1825,993344532
chicken,12352,-2228,-7300,15712,-21662,9128,8856,5968,17516,-11297,-3610,3481,3152,14844,-1568,367,1837,1806,4159768776
chicken,14760,-4448,-6360,16609,-14907,8707,8636,5940,15868,-11494,-427,4435,3456,14776,-1612,419,2240,1648,1452915702
chicken,15268,-2560,-6064,17586,-8262,8387,10960,5592,14296,-11182,3199,2636,3644,15460,-1720,506,2651,1489,937737994
chicken,17256,-1984,-5364,15284,-965,8380,10320,9444,13328,-12418,4605,2860,4056,15608,-900,551,2887,1359,2997142279
chicken,16044,732,-1720,9445,6556,6752,14200,8660,7288,-13896,6059,3142,4080,15296,-644,574,2902,1184,1101666011
chicken,14080,2796,5888,3329,11811,5881,19816,10236,1040,-14254,12792,3982,3724,14952,-680,508,2938,1050,788993460
chicken,10316,2424,10012,1399,14728,3717,19400,7844,2200,-15310,24083,3646,3196,15156,-796,512,3268,879,1100479810
chicken,9744,3164,9556,-2001,15964,1717,15400,8804,-1448,-13418,25626,6102,2856,15736,-824,533,3233,748,1639714091
chicken,7552,636,13096,-8663,19464,-608,16064,10292,-4084,-14907,26375,8367,3720,15924,-860,281,2184,635,3125973961
chicken,6912,-2240,13012,-7279,23087,-3658,14932,9760,-4512,-17625,29710,11548,3828,15200,-912,177,1794,338,853516279
chicken,4292,3092,19424,-9896,23608,-7307,9460,4788,-3900,-17276,32126,12089,3160,15192,-188,218,2162,366,4151366085
chicken,2388,2664,22152,-8332,29834,-8701,7156,-952,-3612,-12549,32767,11256,2480,15340,-80,413,2164,943,2885276755
chicken,1260,2652,25300,-2339,32767,-9870,4968,-3360,-5004,-4018,32767,10723,3776,14904,-228,595,1871,1578,1761107126
chicken,308,5604,27324,-898,32767,-11700,276,-3764,-3416,3454,32767,9985,3952,14644,92,723,1899,1618,3657589522
chicken,-1680,5948,29720,1508,32767,-14451,-2144,-3452,212,11391,32767,9409,3344,14592,-408,519,1570,1455,1200231987
