max_acc1_x,max_acc1_y,max_acc1_z,max_acc2_x,max_acc2_y,max_acc2_z,max_acc3_x,max_acc3_y,max_acc3_z,max_checksum,max_gyro1_x,max_gyro1_y,max_gyro1_z,max_gyro2_x,max_gyro2_y,max_gyro2_z,max_gyro3_x,max_gyro3_y,max_gyro3_z,mean_acc1_x,mean_acc1_y,mean_acc1_z,mean_acc2_x,mean_acc2_y,mean_acc2_z,mean_acc3_x,mean_acc3_y,mean_acc3_z,mean_checksum,mean_gyro1_x,mean_gyro1_y,mean_gyro1_z,mean_gyro2_x,mean_gyro2_y,mean_gyro2_z,mean_gyro3_x,mean_gyro3_y,mean_gyro3_z,min_acc1_x,min_acc1_y,min_acc1_z,min_acc2_x,min_acc2_y,min_acc2_z,min_acc3_x,min_acc3_y,min_acc3_z,min_checksum,min_gyro1_x,min_gyro1_y,min_gyro1_z,min_gyro2_x,min_gyro2_y,min_gyro2_z,min_gyro3_x,min_gyro3_y,min_gyro3_z,move,var_acc1_x,var_acc1_y,var_acc1_z,var_acc2_x,var_acc2_y,var_acc2_z,var_acc3_x,var_acc3_y,var_acc3_z,var_checksum,var_gyro1_x,var_gyro1_y,var_gyro1_z,var_gyro2_x,var_gyro2_y,var_gyro2_z,var_gyro3_x,var_gyro3_y,var_gyro3_z
-13316,-6104,-4440,2754,1467,2753,-14660,-3044,1696,7,3946,686,982,-13696,-1444,1312,14,1043,523,-14762.18,-7102.74,-4915.62,-250.46,-149.82,95.775,-15395.22,-4409.9,325.22,7.0,-31.575,104.65,-233.265,-15304.88,-2514.44,321.06,-371.9,475.145,57.175,-17352,-8088,-5928,-5593,-2872,-1103,-16060,-5448,-816,7,-2629,-995,-1400,-19188,-3164,-660,-1191,-1575,-334,Idle,268602.33929648245,84686.56522613065,65695.4528643216,1334990.3099497485,489084.5101507538,275827.01947236183,41196.011658291456,179912.35175879396,210749.29809045227,0.0,1040334.8184673367,60785.98743718593,128365.40178391959,306695.10110552766,81312.77025125628,64112.63959798995,51407.63819095477,153189.3306281407,23233.82349246231
-14348,-6636,-4540,299,370,368,-15176,-4000,648,7,353,359,219,-15036,-2220,548,4,823,365,-14767.76,-7058.08,-4876.46,-267.77,-100.34,70.37,-15383.5,-4453.58,165.78,7.0,-19.36,124.025,-232.375,-15310.7,-2476.34,170.64,-361.81,545.595,74.345,-15276,-7400,-5268,-986,-757,-699,-15620,-4952,-448,7,-442,-11,-542,-15620,-2712,-192,-640,343,-61,Idle,24521.751155778893,17239.14934673367,20854.219497487436,71332.30864321608,44137.57226130654,32042.33477386934,5976.753768844221,16181.692060301504,27430.865929648244,0.0,20214.794371859298,4770.245603015075,12703.15012562814,9695.507537688445,8536.567236180905,22620.533065326632,27610.98884422111,10597.387914572864,9897.74469849246
-14436,-6308,-4296,800,1131,802,-15180,-4120,540,7,408,251,15,-14628,-1860,864,34,859,745,-14811.24,-6989.04,-4912.88,-314.945,-57.175,121.495,-15379.5,-4470.06,147.98,7.0,-51.35,113.085,-234.5,-15313.78,-2430.82,143.42,-388.13,427.205,149.96,-15300,-7436,-5384,-1513,-482,-321,-15548,-4772,-328,7,-498,-11,-393,-15816,-2936,-192,-871,18,-39,Idle,23713.831557788948,32538.57125628141,18795.603618090452,118988.38389447238,115998.72801507538,32409.49746231156,4192.311557788945,9088.961206030152,23021.587537688443,0.0,20891.665829145728,1693.9173618090451,3323.407035175879,15519.951356783917,20089.05286432161,39844.56643216081,24192.314673366836,23520.6361557789,35463.757185929644
-14472,-2212,-4288,1298,1131,802,-15200,-1452,1824,7,486,251,15,-14440,560,864,642,1260,745,-15166.58,-5887.94,-4909.58,-121.43,-7.55,75.085,-15490.24,-3798.76,435.22,7.0,4.725,105.855,-245.425,-15208.4,-1700.98,12.04,-259.155,520.785,166.94,-16696,-7436,-5540,-1671,-482,-762,-15980,-4772,-328,7,-498,-210,-431,-15816,-2936,-1444,-871,18,-138,Idle,378003.1191959799,2898310.3481407035,61497.87296482412,300420.196080402,130807.43467336684,102158.89223618091,42749.85165829146,1430282.1933668342,368364.815678392,0.0,42376.34108040201,4711.521582914574,5802.707914572864,76996.66331658291,961421.2659296483,223815.2345728643,78524.81505025126,75452.67213567838,38221.85567839196
-14484,-2212,-4288,1298,319,707,-15244,-1452,1824,7,486,343,-88,-14440,868,500,642,1289,586,-15751.52,-4100.58,-4935.98,-194.75,2.92,-107.04,-15719.2,-2426.06,1090.18,7.0,37.73,96.275,-240.89,-14943.82,-377.78,-738.84,-243.235,743.82,183.765,-16696,-6872,-5540,-1671,-435,-762,-16000,-4748,-304,7,-488,-210,-431,-15580,-2140,-2040,-732,265,-138,Idle,352065.6980904523,2302991.9835175877,56408.03979899498,318347.61557788943,32641.893065326636,95879.98834170854,44176.56281407035,1442819.694874372,377152.4498492462,0.0,57989.33376884423,7889.225502512563,5553.55567839196,92052.30914572864,870863.3885427135,505067.511959799,76936.46208542715,55575.29407035176,15493.567613065326
-15536,-2892,-4596,506,315,143,-15668,-1540,1804,7,465,343,-24,-14448,868,-400,132,1289,586,-16034.04,-3314.88,-4956.76,-370.655,-90.085,-162.865,-15840.52,-1741.66,1441.68,7.0,-77.22,84.53,-202.54,-14785.72,301.28,-1240.92,-384.575,622.02,139.55,-16456,-3720,-5264,-1249,-358,-629,-16036,-1992,1068,7,-489,-156,-353,-15128,-180,-2040,-732,163,-111,Idle,20735.837587939695,30151.74432160804,17107.3591959799,122316.31756281407,19540.92238693467,26210.45907035176,4853.9191959799,9647.160201005025,17218.46994974874,0.0,53058.22271356784,7667.627236180903,5572.289849246231,19838.152361809047,28051.097085427136,79129.36040201005,28045.562185929648,61311.15537688443,17132.349246231155
-15664,-2892,-4556,55,97,148,-15668,-1456,1820,7,538,304,-24,-14456,648,-400,-115,760,344,-16062.62,-3242.56,-4911.72,-374.125,-110.035,-98.865,-15846.38,-1707.56,1500.7,7.0,-69.26,53.81,-229.69,-14793.54,322.52,-1051.24,-439.79,479.275,119.63,-16456,-3720,-5264,-935,-358,-537,-16036,-1992,1204,7,-489,-137,-457,-15096,12,-1668,-770,163,-111,Idle,17410.66894472362,23719.24261306533,18048.403618090455,43806.47173366834,9745.81283919598,14543.484195979901,4589.362412060301,10785.735075376886,16035.447236180904,0.0,27375.560201005028,6358.3556783919585,6692.687336683416,11217.154170854272,17770.341306532664,62897.10793969849,20468.24713567839,18078.82349246231,11304.67648241206
-15592,-2272,-4540,346,97,364,-15544,-1456,1992,7,538,382,64,-14512,908,208,-21,760,344,-16091.0,-3098.84,-4886.86,-395.81,-140.545,-78.335,-15834.3,-1756.4,1486.42,7.0,-70.87,103.165,-236.835,-14802.9,367.28,-690.52,-402.705,414.52,90.215,-16568,-3732,-5256,-1515,-538,-435,-16076,-2116,868,7,-597,-116,-457,-15096,8,-1372,-920,-114,-318,Idle,27521.40703517588,60925.03959798995,27135.256683417087,101132.12452261307,18474.84218592965,21266.836959798995,5282.3216080402,17788.140703517587,29921.752361809045,0.0,46522.88753768844,10583.022889447237,10738.379673366835,11926.502512562814,38720.76542713568,138551.20562814068,35617.05324120603,29695.34633165829,27727.968618090457
-15516,-2224,-4256,1188,208,364,-15544,-1448,1992,7,469,382,64,-14492,908,360,259,1293,348,-16157.32,-2894.42,-4792.66,-363.215,-176.25,-78.295,-15837.52,-1755.78,1458.12,7.0,-105.695,85.185,-201.095,-14805.94,299.88,-322.32,-311.965,491.55,42.165,-16960,-3732,-5256,-1726,-538,-545,-16076,-2116,868,7,-597,-340,-439,-15200,-200,-1372,-979,-114,-318,Idle,53388.721206030146,64519.21969849246,46668.82854271357,257639.79776381908,16607.90703517588,44902.31957286432,6177.8588944723615,17721.11718592965,36015.90512562814,0.0,39358.4642964824,16766.845,9912.176859296482,17788.619497487438,59524.64884422111,124649.86693467338,54989.762587939695,72430.81155778894,25145.30429648241
-15516,-2224,-4256,1188,208,327,-15624,-1448,1868,7,374,238,-26,-14396,588,360,259,1293,348,-16183.24,-2839.8,-4721.42,-411.895,-98.305,-153.425,-15840.08,-1682.52,1519.36,7.0,-22.64,39.725,-215.775,-14798.22,181.88,-421.88,-273.99,704.79,115.575,-16960,-3328,-5084,-1726,-318,-545,-16060,-1952,904,7,-341,-340,-372,-15200,-208,-1120,-979,172,-171,Idle,45439.74110552764,41389.306532663315,21666.39557788944,243957.0592713568,11753.127613065324,39580.929020100506,5464.7573869346725,8834.62271356784,26114.643618090453,0.0,23268.633567839195,11454.85364321608,4576.577261306533,23381.49909547739,22745.874974874372,114634.92020100504,59781.09537688443,40958.00592964824,11986.20540201005
-15580,-2360,-4468,468,208,125,-15640,-1468,1888,7,374,238,-59,-14396,472,-232,164,1010,291,-16156.76,-2846.5,-4784.04,-416.985,-101.64,-146.955,-15831.08,-1659.92,1547.42,7.0,-40.68,75.705,-214.125,-14799.8,238.58,-691.48,-322.3,625.835,128.68,-16572,-3328,-5104,-1053,-304,-527,-16056,-1952,1300,7,-341,-61,-309,-15196,-208,-1120,-696,234,-59,Idle,20604.68582914573,27989.77889447236,13028.822512562814,86373.90429648242,7931.950150753769,17957.97283919598,4741.420703517588,9003.249849246231,16864.86793969849,0.0,23077.917185929648,4698.118567839196,3265.597361809045,15684.301507537688,12469.852864321607,40553.537286432154,32810.48241206029,27219.62590452261,7377.726231155779
-15184,-2332,-4464,223,295,280,-15204,-1468,1888,7,459,274,-68,-14604,468,-8,-183,655,291,-16014.18,-3389.36,-4788.52,-358.6,-132.38,-38.08,-15749.34,-2208.42,1233.2,7.0,-97.5,105.185,-233.625,-14903.6,-303.76,-572.14,-403.77,495.03,104.98,-16568,-5968,-5104,-829,-360,-290,-15992,-4832,-212,7,-427,-43,-503,-15628,-2804,-1076,-607,183,-48,Idle,105491.58552763819,1412538.6034170853,12657.416683417088,48837.75879396985,10018.427738693468,18824.86793969849,41335.843618090454,1376749.7322613066,369783.1557788945,0.0,19766.281407035174,3272.0007788944727,4851.712939698493,47317.70854271357,1391925.650653266,56484.5632160804,8028.007135678393,12696.129748743717,5853.336281407035
-15184,-2332,-4416,223,349,280,-15200,-1468,1732,7,459,274,-85,-14644,468,152,-242,655,247,-15618.18,-4801.08,-4770.8,-339.115,-109.405,31.155,-15521.36,-3648.02,439.6,7.0,-72.065,106.89,-236.86,-15156.8,-1671.28,-241.5,-414.845,475.085,91.93,-16396,-5968,-5092,-829,-360,-237,-15980,-4832,-304,7,-427,3,-503,-15628,-2804,-896,-607,183,-48,Idle,142019.02271356786,1820271.0689447236,14670.150753768845,36918.765603015076,23771.196959798996,17651.166809045226,53577.879798994974,1756073.567437186,504139.2562814071,0.0,22987.066105527636,2379.595879396985,4583.256683417086,62633.32663316583,1692433.8106532663,62692.89447236181,5214.2120351758795,9937.625904522614,4134.447336683417
-15184,-5404,-4416,76,349,267,-15200,-4364,216,7,258,206,-85,-15152,-2272,244,-171,606,247,-15379.32,-5672.42,-4748.02,-303.33,-117.03,60.695,-15374.18,-4503.52,-39.02,7.0,-44.035,91.305,-222.79,-15314.44,-2475.42,-58.42,-385.62,451.93,84.075,-15640,-5928,-5036,-649,-336,-178,-15580,-4708,-304,7,-256,3,-343,-15508,-2736,-368,-506,309,-81,Idle,6553.7463316582935,9435.883015075375,13473.527236180904,11336.1016080402,20876.943819095475,9143.177864321608,4049.8166834170847,3950.080000000001,11039.436783919598,0.0,7709.993743718593,1471.1678140703518,1540.1868341708541,4255.162211055276,5835.641809045226,11470.455879396983,4378.337286432161,4161.874472361809,4997.617462311558
-15184,-5404,-4472,-35,54,301,-15228,-4344,296,7,154,206,-172,-15152,-2252,244,-171,563,156,-15392.14,-5670.66,-4737.44,-312.97,-138.605,89.455,-15379.28,-4500.52,10.78,7.0,-38.32,72.8,-229.635,-15315.5,-2444.32,-24.46,-360.09,460.0,66.39,-15640,-5928,-4976,-670,-336,-164,-15524,-4660,-244,7,-165,6,-343,-15500,-2708,-368,-521,320,-81,Idle,5969.588341708543,9373.471758793969,9637.47376884422,15662.692562814069,8390.903492462312,13451.475351758792,3745.2478391959808,3109.8387939698496,11036.011658291458,0.0,2733.072964824121,1370.1708542713568,682.9967587939698,3898.2010050251256,6205.645829145728,12894.581306532664,5323.62,3230.502512562814,2076.218994974874
-15228,-5208,-4352,-35,126,359,-15244,-4344,328,7,123,167,-177,-15128,-2212,400,-217,592,156,-15434.92,-5550.64,-4721.72,-372.57,-150.35,86.035,-15385.88,-4502.48,61.52,7.0,-31.85,69.545,-231.14,-15318.78,-2391.28,76.16,-361.98,452.42,66.355,-15724,-5876,-5080,-1098,-464,-306,-15528,-4660,-188,7,-163,6,-365,-15500,-2596,-168,-569,292,-47,Idle,7312.998592964826,22130.884824120603,11643.097085427136,33954.13577889447,13013.01256281407,22085.86309045226,3339.5634170854273,3719.9694472361816,9566.803618090451,0.0,2570.258793969849,1075.2542462311555,896.6938693467338,4738.443819095479,5350.2327638190945,13149.562211055276,6735.919195979899,4101.400603015075,1430.9034924623115
-15196,-5208,-4352,76,186,359,-15256,-4360,436,7,123,167,-177,-15128,-2164,400,-206,597,156,-15448.74,-5478.46,-4760.62,-339.905,-103.86,11.715,-15381.82,-4512.96,70.72,7.0,-38.76,95.125,-232.54,-15321.9,-2377.12,132.08,-375.35,474.245,57.995,-15724,-5876,-5080,-1098,-464,-320,-15528,-4688,-188,7,-157,18,-365,-15508,-2596,-108,-569,292,-47,Idle,7790.002412060301,14647.264723618093,15286.045829145729,37063.74469849246,17477.889849246232,25860.4058040201,2997.9975879396984,3741.626532663317,10753.56944723618,0.0,3234.0828140703516,931.1752512562814,808.6014070351758,4595.447236180905,5588.287035175878,10207.028743718593,7127.625628140703,5450.407010050252,2096.366809045226
-14840,-5284,-4344,1241,1148,835,-15248,-4156,436,7,471,265,-23,-14948,-564,1812,408,1185,349,-15341.86,-5608.0,-4904.46,-233.105,-30.655,-8.695,-15381.18,-4498.26,44.5,7.0,-41.42,93.63,-232.7,-15333.3,-2297.82,107.82,-342.63,511.025,58.51,-15636,-6460,-5508,-1384,-1147,-617,-15528,-4748,-256,7,-473,-32,-377,-15792,-2688,-516,-1018,-368,-341,Idle,24201.78934673367,41242.05025125628,48506.72201005025,170704.0743467337,159794.277361809,96170.38389447235,3412.550351758794,10885.399396984925,14211.849246231155,0.0,22307.219698492467,2707.3498492462313,4180.964824120603,16501.376884422112,42656.128241206025,56966.8016080402,74355.84231155779,46751.15012562814,14787.708442211058
-14588,-5284,128,1241,1148,835,-15240,-4156,396,7,471,265,-23,-14948,-564,1812,408,1185,349,-15201.44,-5986.86,-4849.4,-149.475,15.755,-137.7,-15378.52,-4499.78,36.02,7.0,-46.8,78.085,-226.785,-15367.86,-2592.12,-28.94,-344.26,499.785,53.215,-16240,-7164,-5880,-1920,-1190,-1259,-15536,-4748,-256,7,-473,-32,-377,-16384,-7040,-516,-1018,-368,-341,Idle,66761.65467336684,182053.8496482412,1482855.83919598,325827.6174623116,242219.33163316586,185658.35175879396,3818.6629145728643,12093.458894472364,19305.24582914573,0.0,26053.77889447236,3141.706306532663,5118.390728643217,46253.568241206034,1408664.7493467338,88757.38331658293,83063.43959798996,81049.83796482412,23097.546507537692
-13944,256,128,4880,2073,2568,-12484,500,396,7,1328,3489,2913,-12400,6672,8352,1031,2394,2658,-15593.16,-6740.96,-5653.54,-616.795,-72.3,-144.935,-15310.64,-4036.24,-402.66,7.0,-613.165,88.46,19.145,-16050.94,-1890.02,782.14,-1522.135,382.145,138.17,-32700,-17776,-12288,-15808,-7646,-5630,-16792,-4668,-4256,7,-8597,-3279,-1274,-32764,-7040,-524,-16366,-4046,-1491,Idle,9094350.406432161,2462216.40040201,6487919.224522612,6018631.671331658,918002.9748743719,695239.4982663316,228141.25668341707,1178327.5803015076,1200740.8687437188,0.0,2620786.4701256277,468600.19939698494,575184.2050000001,10073785.001407035,7209186.411658292,5191958.975276381,9914492.851030152,601664.988919598,306650.9056281407
19364,8372,16640,26770,7663,32767,-7780,22024,29080,7,32767,19321,19810,-10784,7084,6084,21616,6272,6790,-12674.46,-9638.64,-2957.98,-756.55,-5851.365,5780.065,-15669.06,-748.94,4398.5,7.0,-1961.42,-314.625,42.685,-18381.56,758.2,2152.56,-5639.42,-160.505,-165.75,-32768,-32768,-20880,-32734,-23536,-29050,-32768,-23484,-4628,7,-32768,-18221,-14434,-32768,-7664,0,-32768,-9542,-7628,Jamesbond,138042573.4556784,86071040.87477387,45874422.51216081,223065891.89698493,70649764.75555277,204224753.7696231,9302311.634572864,30970811.81547739,25202333.33668342,0.0,267229595.7121608,60666921.22047739,37742527.75454774,44145388.18733668,5866628.301507539,2270388.4285427136,383177056.19457287,8410963.909522614,14227057.183417086
19364,4672,8336,26770,7663,32767,-9548,22024,29080,7,32767,19321,11066,-10844,7084,6084,21616,6145,3072,-12153.78,-10072.06,-6587.82,3115.395,-1335.16,8968.445,-15723.7,-1012.64,2289.52,7.0,5811.24,2360.56,-1191.11,-16951.4,1412.78,2436.4,5410.28,-637.08,-1728.345,-32736,-29444,-20880,-24544,-19975,-5535,-22460,-23484,-7408,7,-10543,-6090,-14434,-32768,-7664,-480,-16384,-8172,-7628,Jamesbond,119098646.62472361,41273020.37829146,22764805.35437186,153193464.84319094,54339921.91396985,141438078.8210804,4197323.085427135,22655687.789346732,23229436.71316583,0.0,106517598.47477388,34859144.790351756,18389528.148643214,28535121.809045225,6756968.47396985,2420519.0753768845,141742382.35336682,7846702.9382914575,8371433.021080402
18176,9324,19280,20699,7595,16875,-8292,9244,18888,7,12022,6436,18402,-10844,5116,8896,16712,6145,5058,-12893.04,-7489.32,-2669.22,-2685.28,-1929.06,-2933.76,-15600.54,-858.44,2372.54,7.0,-5875.055,-1593.585,1309.58,-18969.22,465.36,1752.04,-8814.015,212.605,741.395,-32768,-32768,-13652,-32740,-15358,-32768,-32404,-15064,-7408,7,-32768,-16683,-4140,-32768,-16368,-1992,-32768,-8172,-5454,Jamesbond,124466460.66170855,75583291.35437185,36082204.65487438,181404483.12723622,28720851.90592965,158549309.38934672,6762881.073768845,11953776.529045228,21645489.154170856,0.0,132791199.29846735,20483405.590728644,16037481.470954772,50527039.38854271,8685279.588341707,2931319.6365829147,203557729.6731407,5915194.843190954,5784529.858266332
18176,9324,19280,29299,8587,32767,-8292,19048,18888,7,32767,16549,18402,-12184,5032,8896,24727,5504,5058,-12634.98,-9861.18,-3353.66,3293.97,-2450.6,3675.385,-15429.98,-777.98,4518.18,7.0,414.715,440.63,-201.55,-17365.0,386.16,2028.96,-606.14,-289.805,-1210.215,-32768,-32768,-20424,-32740,-24206,-32768,-32404,-15064,-5136,7,-32768,-16683,-11267,-32768,-16368,-1992,-32768,-7750,-6336,Jamesbond,126078296.60261306,103846644.55035175,41984312.16522613,228843834.22020102,66880859.135678396,344771617.11233664,7738069.225728642,23971401.004623115,19455602.459899496,0.0,293848226.72741205,47800014.79708542,30922792.922110554,33764831.79899497,7678780.918994974,2884869.0235175877,356553947.316985,5817245.172839197,14166434.682185931
1464,5380,4180,29299,8587,32767,-8496,19048,18228,7,32767,16549,11251,-12900,6208,5280,24727,4608,3099,-17807.96,-8789.74,-5575.68,1822.07,-2589.185,8918.645,-15628.16,-586.4,2197.82,7.0,5435.07,1820.425,-1429.545,-18304.2,1319.3,2183.5,2803.27,-814.315,-1956.645,-32768,-32428,-20424,-32210,-24206,-12287,-21952,-14728,-6824,7,-13256,-7176,-11267,-32704,-3968,-768,-32511,-8184,-6336,Jamesbond,49154071.63658292,54826110.324020095,29269560.339296486,189354107.4121608,69900403.13645728,145665359.86831662,2987569.1803015075,16920794.693467338,16366349.474974874,0.0,140349962.0754774,29377860.557160802,13142972.661281409,36414953.12562814,4223010.3216080405,2531129.2361809043,263160879.2332663,7525481.885201003,9313304.551733669
17480,8448,24616,12807,7808,32767,-9044,8932,26260,7,15438,4383,19022,-11648,8464,9600,11910,4622,6144,-14442.92,-6359.06,-1609.18,-5499.41,-4959.535,1492.78,-15629.18,-1356.74,2449.1,7.0,-6667.25,-2359.735,1282.9,-19921.06,134.82,1908.28,-12872.235,-1769.725,973.945,-32768,-32768,-15360,-32768,-19552,-32768,-30652,-14432,-6824,7,-32768,-19672,-7232,-32768,-16088,-768,-32768,-19996,-4095,Jamesbond,171048166.54633167,72158397.90592965,42861433.21366835,121757138.68532664,42054615.636959806,128390203.72020105,6392115.746331657,13422150.605427133,21967715.68844221,0.0,136180413.47487438,21393192.024899498,22754700.47236181,49197366.42854271,9912618.419698492,3666841.810653266,231270705.12540203,21663631.667713568,3132262.0120351757
17480,8448,24616,23993,13609,32767,-9044,12140,26260,7,32767,22657,19022,-11648,8464,9600,22644,4622,6144,-11405.9,-9878.66,-3482.32,1703.295,-1105.865,6752.22,-15487.8,-1888.56,3988.84,7.0,264.47,555.82,45.395,-16821.42,354.66,2176.1,-1791.365,-1720.08,-1111.42,-32768,-32768,-20736,-32768,-19552,-32768,-30652,-16364,-4496,7,-32768,-19672,-14368,-32768,-16088,-680,-32768,-19996,-5992,Jamesbond,130317524.57286432,82591537.08984925,48341079.21366835,124196494.29947236,68976147.1726382,220271401.99155775,7330633.447236181,22461073.694874372,22268518.848643217,0.0,275170627.4061306,60132529.927236184,41431686.210025124,26480257.43075377,11266958.677788943,3715557.055276382,366823851.087211,20791960.07396985,10703495.470954774
-14496,-5860,-4108,704,1186,1538,-15144,-4256,748,7,508,395,-13,-14828,-1764,1188,571,1687,683,-14981.54,-6600.44,-4851.76,-300.665,-38.65,93.165,-15353.16,-4594.44,96.64,7.0,-45.295,110.915,-256.915,-15325.54,-2233.7,495.24,-362.22,544.285,70.74,-15620,-7300,-5856,-1606,-1116,-1613,-15612,-5032,-612,7,-459,-257,-593,-16496,-2776,-1124,-1182,-299,-728,Idle,46730.40040201005,76666.01648241207,106833.3089447236,200067.2188693467,281747.66582914576,307276.70128140703,6907.270753768846,18370.056683417086,70910.30190954774,0.0,39194.319572864326,16097.68620603015,12597.103291457284,54762.400402010055,37519.34673366834,188561.91195979898,108087.04683417086,144372.204798995,53609.22854271357
-14368,-5860,-4308,632,1186,1538,-14980,-4020,804,7,951,394,136,-14828,-1764,1060,571,1687,400,-14913.42,-6661.24,-5009.52,-389.385,-139.89,69.755,-15341.28,-4617.88,-23.8,7.0,-81.81,55.745,-206.59,-15338.74,-2293.64,232.9,-467.47,466.27,43.41,-15600,-7344,-5856,-1637,-1116,-1613,-15724,-5044,-612,7,-1196,-302,-610,-16496,-2812,-1124,-1684,-822,-728,Idle,49830.094070351755,114627.27879396985,79148.31115577888,259461.212839196,317577.51547738694,591604.7386683417,10661.428743718592,35484.93025125628,72581.90954773869,0.0,136002.5265326633,27045.175854271358,25452.011959798994,85022.0024120603,49358.502914572855,153135.18592964823,189472.69256281407,269541.13276381907,43759.93155778894
-14368,-6036,-4460,1484,669,1506,-14980,-4020,804,7,951,411,222,-14776,-2036,996,275,1213,400,-14960.28,-6665.96,-4941.0,-323.055,-173.72,17.045,-15367.14,-4541.08,32.14,7.0,-92.59,67.655,-169.285,-15299.02,-2404.14,389.4,-492.27,440.4,39.045,-15632,-7344,-5568,-1637,-1105,-1297,-15792,-5044,-556,7,-1196,-302,-610,-16064,-2812,-292,-1684,-822,-453,Idle,55985.288040201005,83368.68180904523,47588.94472361809,214478.78590452258,178720.30311557784,491564.4251005025,16631.618492462312,47241.440804020094,80551.29688442212,0.0,150085.6903517588,25172.53866834171,32588.32540201005,67108.90412060301,25932.764221105528,90176.76381909547,131296.3789949749,186694.18090452263,19612.746708542712
-14280,-5644,-4288,1761,864,2204,-15096,-3636,656,7,1216,411,222,-14740,-1772,996,350,1213,557,-14955.14,-6687.38,-4872.6,-134.875,-18.4,-37.935,-15390.5,-4473.64,60.68,7.0,1.89,104.35,-244.82,-15287.38,-2418.28,437.08,-332.325,563.865,68.055,-16008,-7548,-5760,-1652,-1107,-1681,-15792,-5136,-556,7,-803,-161,-874,-15972,-3168,-284,-1400,-93,-284,Idle,113700.64361809044,131518.08603015073,68926.51256281407,347753.7883165829,153541.63819095478,617650.3927386935,12701.336683417085,70767.14613065326,70026.46994974875,0.0,187183.34462311558,15439.736180904523,46827.243819095485,73934.9704522613,47256.202613065325,65643.04884422112,120313.35615577889,91442.54952261304,28620.826105527634
-14184,-5644,-4288,1761,864,2204,-15176,-3636,736,7,1216,410,330,-14740,-1772,844,350,1163,557,-14947.64,-6712.38,-4840.42,-257.13,-128.88,86.105,-15386.72,-4479.5,73.04,7.0,-43.145,77.46,-238.36,-15330.28,-2357.24,344.6,-354.67,476.855,58.715,-16008,-7588,-5760,-2639,-1778,-1858,-15632,-5384,-476,7,-1332,-189,-874,-16224,-3168,-284,-1082,-150,-284,Idle,134337.31698492466,194469.08100502516,97113.79256281407,670708.0332663317,359725.35236180905,769251.1798743717,8265.127236180904,105271.78894472362,63338.81246231156,0.0,298624.5668090452,16110.943115577888,64792.80442211056,110039.07698492463,59578.112964824126,50616.24120603015,150104.0111557789,120390.31555276383,35415.77263819096
-14116,-4728,-4264,2005,926,1796,-15176,-3808,736,7,1093,412,356,-14676,-1844,1092,413,1615,803,-14988.56,-6578.0,-4888.12,-543.585,-161.935,176.285,-15387.48,-4506.7,135.38,7.0,-46.85,88.315,-201.71,-15300.56,-2358.64,483.62,-355.61,475.965,1.66,-16468,-8080,-6144,-6098,-1778,-1858,-15632,-5384,-480,7,-1332,-336,-809,-16224,-3076,-64,-1064,-251,-591,Idle,166309.31296482412,273716.90452261304,100429.81467336683,1792104.2540452261,429884.10128140706,543823.5615829146,10111.88904522613,106566.10050251256,85307.35236180903,0.0,292319.6256281407,22379.231934673368,79696.87025125627,120630.35819095478,57461.45768844221,65849.0207035176,146589.60592964824,175506.75756281405,63817.88381909547
-14116,-2660,-3980,2687,961,1796,-15068,-1512,1688,7,1540,467,459,-14364,-344,1092,413,1615,803,-15133.22,-5996.14,-5043.64,-389.905,-84.165,70.545,-15428.78,-4204.5,243.26,7.0,-25.875,104.865,-241.775,-15241.3,-2281.42,275.34,-322.07,492.78,19.885,-16468,-8368,-6796,-6098,-1733,-1601,-15968,-5280,-664,7,-2074,-336,-957,-16560,-3128,-2048,-1252,-605,-591,Idle,288711.9111557789,1450170.593366834,155065.7591959799,1880590.3577638192,366679.9676130654,400598.45022613066,30138.484020100503,788144.5527638191,271822.9672361809,0.0,378600.76319095475,25745.112336683414,93726.27575376884,172375.6281407035,412515.84281407035,497342.03457286436,152730.9096482412,217764.86592964825,63636.11233668341
-14332,-2444,-3980,2687,961,1258,-15068,-1452,1748,7,1540,467,459,-14364,-140,832,201,1571,472,-15761.98,-4068.92,-4860.02,-265.84,-92.755,-33.28,-15653.18,-2751.0,935.72,7.0,-91.42,88.5,-237.41,-14998.46,-1236.02,-944.38,-439.895,522.945,127.48,-16420,-8368,-6796,-2497,-1733,-1601,-15968,-5224,-664,7,-2074,-294,-957,-16560,-3128,-2052,-1252,-605,-123,Idle,395611.9794974874,3061007.390552764,168899.296080402,424989.3813065327,178297.59293969843,164582.65487437186,60586.25889447236,1976995.336683417,591976.7654271356,0.0,238878.46592964823,12371.467336683418,49069.780804020105,177445.25467336684,1178996.0196984925,1221076.518190955,80039.29042713568,113870.54469849248,12399.095075376887
