max_acc1_x,max_acc1_y,max_acc1_z,max_acc2_x,max_acc2_y,max_acc2_z,max_acc3_x,max_acc3_y,max_acc3_z,max_checksum,max_gyro1_x,max_gyro1_y,max_gyro1_z,max_gyro2_x,max_gyro2_y,max_gyro2_z,max_gyro3_x,max_gyro3_y,max_gyro3_z,mean_acc1_x,mean_acc1_y,mean_acc1_z,mean_acc2_x,mean_acc2_y,mean_acc2_z,mean_acc3_x,mean_acc3_y,mean_acc3_z,mean_checksum,mean_gyro1_x,mean_gyro1_y,mean_gyro1_z,mean_gyro2_x,mean_gyro2_y,mean_gyro2_z,mean_gyro3_x,mean_gyro3_y,mean_gyro3_z,min_acc1_x,min_acc1_y,min_acc1_z,min_acc2_x,min_acc2_y,min_acc2_z,min_acc3_x,min_acc3_y,min_acc3_z,min_checksum,min_gyro1_x,min_gyro1_y,min_gyro1_z,min_gyro2_x,min_gyro2_y,min_gyro2_z,min_gyro3_x,min_gyro3_y,min_gyro3_z,move,var_acc1_x,var_acc1_y,var_acc1_z,var_acc2_x,var_acc2_y,var_acc2_z,var_acc3_x,var_acc3_y,var_acc3_z,var_checksum,var_gyro1_x,var_gyro1_y,var_gyro1_z,var_gyro2_x,var_gyro2_y,var_gyro2_z,var_gyro3_x,var_gyro3_y,var_gyro3_z
15468,18176,6736,32767,8048,26226,-13948,7184,3052,7,4672,11263,2669,-12968,6620,4960,4289,2109,3509,-159.94,-9513.8,-9027.74,-470.25,-5394.005,1017.95,-15871.98,-1386.5,-1211.82,7.0,259.89,291.28,-272.14,-14922.32,2172.34,2932.04,-174.88,517.135,341.095,-16528,-31864,-27128,-32768,-27455,-22026,-20076,-4072,-5420,7,-5830,-6968,-2033,-16168,-1492,920,-5124,-1808,-2367,Snake,48540625.926030144,82682881.56783919,50205946.705929644,418906572.00753766,72749481.19092964,158474088.9120603,288762.4518592965,1008317.0150753768,613587.6659296482,0.0,5751783.30442211,3838560.64482412,567861.0456281408,379828.48000000004,3273816.888844222,460890.37025125633,6625581.6840201,523815.13243718597,2362241.825100502
15468,18176,8300,32378,4641,23662,-11444,1684,3680,7,7501,7738,2669,-12968,6620,4960,5821,1737,3248,2297.88,-9945.9,-8302.32,3707.78,-4921.6,-2343.01,-15860.36,-1339.54,-1080.96,7.0,179.195,153.315,-171.64,-14991.26,1662.76,2780.6,127.005,409.73,199.995,-12980,-24144,-27128,-32768,-25412,-23970,-19916,-12740,-5420,7,-6701,-5601,-2255,-16432,-1000,648,-5124,-1227,-2333,Snake,53947379.603618085,60861972.4120603,62636459.957386926,317915975.5191959,50040472.52261306,144904190.86422113,275782.62351758796,1087454.0988944722,589720.6416080402,0.0,6251391.725603015,3605701.9053015076,486918.57326633163,326523.3491457287,2450455.8617085423,599829.8291457286,7011905.2612814065,435142.6302512563,1565152.08540201
6952,-3364,-3468,10378,7146,14053,-3996,13540,32767,7,27122,18413,13078,-5504,6960,5140,13413,7999,4858,2412.94,-8536.36,-14551.1,-429.89,-195.775,29.51,-14930.54,-4672.1,5717.015,7.0,-1332.83,-1943.62,-1335.64,-15542.84,1335.46,1527.66,-220.76,465.28,250.17,-772,-17892,-28228,-7269,-9068,-15134,-32768,-30628,-7976,7,-31037,-22541,-11628,-30396,-3792,-1260,-15964,-7097,-3196,Raffles,2256311.4737688443,11852478.100904522,35793752.51256281,13677657.927537689,10623674.104899496,33190381.055175878,36074747.52603015,35939890.08040201,53301438.22590453,0.0,126007694.9156784,74622096.0357789,25090811.337085426,37757333.48180905,3576664.8727638195,1290572.185326633,38194417.359195985,6687994.705125629,2698566.2021105527
6952,-3364,-3468,10378,10217,14053,-3996,24916,32767,7,32767,18413,13078,-5504,6960,5140,15066,7999,4858,2115.98,-8555.58,-14278.34,-228.44,389.145,638.525,-14136.2,-5168.82,5755.045,7.0,492.27,771.095,-1370.96,-15304.14,1582.22,1650.76,566.725,347.155,-4.13,-772,-18384,-30128,-9506,-9068,-15134,-32768,-32768,-10204,7,-31037,-17779,-12194,-32768,-3480,-1260,-15964,-7097,-3732,Raffles,2816938.8538693464,17269520.787537687,55136380.34613066,23172323.011457287,16284480.114547739,45119963.13505025,48818631.83919598,52170084.8719598,67176550.23414573,0.0,181083695.59507537,83015187.21203518,34055108.54110553,53750276.56321607,4112751.066934673,1608213.7712562815,53395430.64258794,8681973.548718594,3770378.5659296485
8500,-3612,-4160,10227,10217,13588,-4992,24916,32767,7,32767,17998,13541,-6172,6668,6532,15066,7649,4221,2233.82,-9096.88,-13866.76,-61.885,-162.4,-310.62,-14242.02,-5503.52,5184.585,7.0,-416.455,-721.255,63.235,-15312.52,1091.9,1840.74,-516.095,525.485,-46.37,-816,-19388,-30128,-9545,-8211,-10079,-32768,-32768,-10204,7,-26916,-16294,-12194,-32768,-3480,-868,-12980,-6160,-3732,Raffles,3624105.1332663316,20574646.377487436,55147153.59035175,27317190.423894476,13725821.90954774,27217769.483015075,55288688.72321608,66053411.62773871,53643648.31434674,0.0,173961151.37484926,65008780.160778895,35853541.436959796,54361504.21065327,3279119.8291457286,2090417.2184924623,36941716.35776382,6164801.135452261,3163248.1739698495
8500,-2764,-3220,12162,11838,16424,-4252,13304,32767,7,32767,26673,13541,-5728,8340,7076,17371,5658,5507,2707.26,-9152.6,-13583.5,-139.635,-129.95,35.26,-13835.4,-5466.94,6000.955,7.0,-1304.075,-548.465,-127.735,-15023.0,1118.86,2330.78,-402.065,293.895,74.345,-816,-19820,-31116,-9545,-8211,-10079,-32768,-32768,-13948,7,-31947,-20151,-11105,-32768,-4904,-820,-12980,-7713,-5246,Raffles,3453385.3390954775,20826217.286432162,58268513.11557789,26977797.97163317,14859336.771356784,29171525.67075377,57185288.48241206,63649507.77527638,67629067.89243717,0.0,161156740.1400754,76585485.97866835,35135491.632939704,56893455.557788946,4464816.784321608,2451424.353366834,40409981.679170854,6523951.72258794,5048637.845201004
7548,-2764,-3084,12162,12521,19175,-4252,16080,32767,7,32767,26673,12124,-5224,8684,7076,19306,11828,5507,2318.62,-8660.02,-14210.58,-1025.89,616.495,1807.59,-14028.46,-5421.08,5571.15,7.0,1232.015,1001.3,-1557.825,-15174.88,934.52,2181.36,1515.335,201.73,-143.95,-1252,-19820,-32728,-9132,-9846,-10437,-32768,-32768,-13948,7,-31947,-20151,-11105,-32768,-4904,-820,-13327,-7713,-5872,Raffles,2671558.689045226,18990009.647839192,76010944.30512562,21747071.123517588,22324832.040175878,49277408.594874375,62235743.38532663,63712233.279999994,71208474.6407035,0.0,155217633.6329397,78256781.51758794,34468483.341080405,67337936.91015075,5690748.672964824,1885921.5179899496,60021057.6409799,9835621.665427135,6104962.25879397
8548,-2984,-1884,11597,12521,19175,-4224,16080,32767,7,32767,18734,13567,-3584,8684,6340,19306,11828,4737,2440.04,-8176.28,-14232.3,-586.995,-1109.27,-1277.625,-13948.32,-5780.46,5252.43,7.0,-1713.095,-1356.205,566.375,-15188.78,758.82,2248.34,-1766.235,693.03,336.055,-1836,-19308,-32728,-8070,-10407,-12060,-32768,-32768,-9460,7,-27989,-18848,-10479,-32768,-4276,-104,-14642,-6200,-5872,Raffles,4070724.0184924626,16647251.217688441,79473650.64321607,14317127.311532663,22117248.368944723,48119758.00439698,65175770.75135679,66927287.02351759,48686047.26140704,0.0,131196503.05123116,69415304.30449748,36969485.09987437,66361681.157386936,4101863.20361809,1585249.7330653267,57257791.487211056,8589313.185025126,5875923.238165829
16848,15240,32767,32767,32767,16916,-3904,7816,31700,7,32767,19585,13567,-3584,7888,6340,16218,6229,4737,1830.16,-6010.72,-13729.735,1668.875,1263.68,-1117.175,-13526.12,-4825.68,4613.78,7.0,471.985,1096.555,-707.275,-14628.98,784.44,2024.84,-649.345,288.545,0.255,-8180,-17080,-32768,-11849,-10407,-18471,-32768,-32768,-12616,7,-27989,-16790,-11664,-32768,-4228,-328,-14642,-6370,-4995,Raffles,8338143.6526633175,24585625.690050248,137186676.62791458,56368193.97927136,65578157.21366835,43156705.19032664,53974570.75939698,55927421.163417086,51971243.20763819,0.0,133555520.3163568,73875217.45424624,30849391.43655779,54620956.38150754,4315806.518994975,1894673.783316583,40808387.232135676,5525737.384899496,5769431.537663316
11848,22688,32767,32767,32767,20529,-14808,3676,2308,7,3494,1139,1276,-3884,3092,6208,5194,13005,10700,-74.12,-7754.56,-13347.68,-1311.895,310.17,230.055,-15851.36,1212.74,-724.52,7.0,-63.26,-11.61,-208.51,-15553.76,-399.0,1185.78,-227.495,442.705,-150.875,-13992,-28952,-32768,-32768,-30772,-14404,-16820,-1060,-2564,7,-3745,-1376,-1522,-24336,-6592,-4088,-9687,-7688,-8084,Snake,18314432.146331657,69555048.52904522,201509823.0327638,102770182.90851758,188651409.49859297,45658971.18791457,79478.58331658291,820553.1782914574,951228.9945728644,0.0,2232008.0727638192,324859.6461306533,251555.9295477387,10422374.695879398,3166054.552763819,1878377.5995979903,9253269.175854271,11394580.731633164,12311653.768216081
13072,16152,32767,32767,32767,20529,-14308,5120,3588,7,3494,1245,1276,1176,5528,15888,6098,15156,10016,-1810.92,-8415.2,-14348.855,-2040.705,-497.255,950.275,-15871.36,1218.04,-535.5,7.0,-77.25,-36.935,-240.405,-15394.12,-744.74,1186.64,-357.785,430.27,-10.84,-13992,-24404,-32768,-32768,-30760,-14404,-17496,-2176,-4340,7,-3164,-1986,-2058,-32768,-11908,-5848,-11594,-7213,-8464,Snake,15198631.993567841,56433881.889447235,211714946.45625627,94135528.98288946,236958594.70349243,63053600.87374372,122837.13608040201,1377539.3752763816,1403084.8542713567,0.0,2191477.283919598,487235.77967336687,497573.4080150753,19688359.06090452,5440649.6607035175,5062581.940100503,13239461.827914573,12342032.750854272,13227836.858693467
13072,14428,32767,20290,32767,17378,-14308,5120,3588,7,2908,2386,1101,1176,5528,15888,6098,15156,9721,-500.54,-8817.04,-14306.3,-1889.09,-1603.16,1180.155,-15876.9,1280.7,-468.18,7.0,-165.71,120.4,-183.975,-15287.54,-1060.3,1373.56,-477.27,254.125,-204.145,-11500,-22732,-32768,-27590,-29431,-12505,-17496,-2176,-4340,7,-2982,-1986,-2058,-32768,-11908,-5848,-11594,-7213,-8464,Snake,13775523.325025124,41583737.445628144,189343978.46231157,83355730.43407036,189011856.02452263,48458030.18188442,128897.1959798995,1206665.2361809048,1271872.3694472364,0.0,1493641.3426130651,547263.1658291457,430405.6023869347,18589939.968241204,5134318.4623115575,5095360.127035176,12372158.439296482,7869521.165201005,10344345.199974874
8652,14428,32767,32767,32767,15000,-14440,2900,1268,7,1633,2386,883,-10052,2032,6792,4621,8245,9794,392.14,-8148.24,-14706.485,-462.895,-945.48,862.465,-15854.32,1340.04,-546.22,7.0,-105.405,166.57,-217.51,-15315.44,-1214.56,1491.54,-353.23,498.175,-348.6,-13160,-21624,-31848,-31777,-28690,-8264,-16720,-196,-3032,7,-2522,-1706,-1554,-23396,-6904,-3832,-12214,-4873,-6224,Snake,11193506.794371858,39788103.01748744,197919829.87917086,116226689.74268845,160801070.3312563,31434343.58670854,69911.53527638191,466481.8476381909,537370.6448241206,0.0,774699.1366582914,429577.2614070352,175282.61296482413,4859036.6295477385,3212227.383316583,2332920.792361809,8903496.33879397,4993150.175251257,7552374.030150753
11512,13768,32767,32767,32767,15000,-15004,3024,1536,7,1733,1842,1123,-9488,2032,6792,3535,8245,9794,-12.5,-8573.18,-14905.27,-302.735,-826.8,624.075,-15880.38,1368.96,-594.18,7.0,13.585,67.935,-209.88,-15211.22,-1633.44,1163.0,-388.15,513.645,-24.575,-13160,-22236,-31848,-32768,-28690,-11921,-19280,-524,-3032,7,-2188,-1706,-1743,-23008,-6904,-3832,-12214,-4873,-4934,Snake,15092521.155778894,49438520.8920603,192469669.6453266,139949071.1404774,148250563.959799,34113229.07474875,127222.28703517589,492405.58633165836,549337.8568844221,0.0,665727.932437186,423596.67414572864,164462.15638190953,4170334.1825125623,2712144.2476381906,2425604.1407035175,7350533.14321608,4918445.586909548,6274782.667713568
13836,13700,32767,30164,30991,16912,-15432,3024,1536,7,1733,1842,1123,-9488,2344,4092,3535,5671,7588,359.9,-9123.58,-14088.185,106.285,-303.995,-46.64,-15881.42,1407.16,-572.8,7.0,-52.02,-18.865,-165.915,-15272.9,-1527.34,800.64,-417.225,395.44,224.265,-12840,-32768,-31284,-32768,-29123,-17090,-19280,-524,-1684,7,-2188,-1269,-1743,-21740,-4352,-2340,-6402,-3087,-4702,Snake,13937468.371859297,47539052.606633164,158451617.03595477,92840554.45605528,113465885.38188444,43015291.65869347,111447.78251256282,437783.0898492462,438263.31658291456,0.0,622042.5925628141,332479.36359296483,167638.42992462314,4341225.236180904,2182657.4114572867,1153401.960201005,5178321.532035176,2801883.2627135683,4662155.723391959
13836,13316,32767,31369,32767,32767,-14576,2732,1420,7,1871,1444,1048,-9996,2344,4268,3934,5671,7588,-266.88,-10258.78,-13590.21,-597.34,-974.705,1143.575,-15850.84,1256.14,-569.12,7.0,-165.905,42.25,-297.315,-15556.78,-929.26,815.68,-429.63,556.915,271.59,-12292,-32768,-32636,-32768,-29123,-17090,-17848,-4628,-2908,7,-3858,-1313,-3029,-21740,-5804,-2568,-6402,-2596,-4389,Snake,18192196.20663317,71112728.15236181,166322565.57376885,106154799.81346734,143948564.4602764,70623225.56218594,106142.48683417085,1513217.829547739,574440.3875376885,0.0,1129822.478366834,323614.8819095477,327550.1063065327,3423788.011658292,2340344.0526633165,1125906.3895477387,5985553.581005026,2449852.620879397,4214618.313467337
4992,4772,5868,20491,20385,32767,-11180,416,6228,7,5624,4435,3921,-10892,4292,4460,4974,3360,3131,-7013.06,-14220.62,-10728.62,-648.66,914.17,-1175.605,-15901.44,-2622.08,-1140.28,7.0,-184.355,127.82,42.885,-15534.16,1516.16,1999.88,-761.005,532.515,222.79,-21400,-32768,-27912,-20259,-26096,-24378,-19832,-5588,-6904,7,-6300,-5622,-3257,-21440,-176,-932,-5742,-3938,-3375,Mermaid,38312334.06673367,114077684.92020102,90830687.3724623,78299905.72301508,170126377.6493467,367954349.4361558,3062926.96120603,1161114.5262311557,10209957.227738695,0.0,5660394.189924624,3433719.1232160805,2695595.1776633165,8330006.48683417,890634.5873366834,1436212.0860301508,7301202.999974874,3110509.2962562814,3231509.7044221107
5272,4772,6496,20491,20385,32767,-11180,416,9888,7,6131,3624,3921,-11212,4048,5836,5334,3286,2897,-7635.64,-13538.94,-9658.74,-1969.37,1748.585,-1661.84,-15606.34,-2705.46,-571.8,7.0,-613.95,-36.52,23.71,-15000.52,1333.44,2275.64,-899.29,322.225,190.185,-18556,-32492,-27676,-26852,-26096,-30919,-19832,-5588,-5916,7,-15075,-5622,-5721,-21392,-1792,-932,-8355,-3938,-3845,Mermaid,41194934.060703516,107651595.49386933,72730420.51497488,98162246.03326632,193089183.23896986,457863124.2757789,2262788.3863316583,1385113.2747738694,10420320.763819095,0.0,9086381.866834171,3542565.9895477383,3466022.2873366834,5651969.979497488,1160165.6345728643,1888983.5079396984,10059548.417989949,3466219.9541457286,3467649.5987688443
5376,6620,8956,19865,18449,32767,-9284,1728,9888,7,8536,4911,4633,-11280,4868,5836,8239,3182,3594,-7174.08,-12893.66,-9348.04,-2183.315,2385.75,-1293.73,-15652.74,-2858.36,-393.82,7.0,-467.96,79.925,-145.31,-14890.38,1338.02,2575.02,-501.23,150.215,306.075,-18156,-32768,-27676,-26852,-23929,-30919,-19124,-6572,-5916,7,-15075,-4954,-5721,-19740,-1792,-272,-10644,-3773,-3845,Mermaid,40011114.28502513,106303736.16522612,70091766.18934673,117143593.0811809,191878009.12311557,458096052.0674372,1895339.4295477387,1487300.5330653265,9615499.706130654,0.0,17375383.17427136,4294022.150125628,4673803.963718593,4147164.317185929,2104167.7181909545,1834857.567437186,25105882.057386935,3067384.370628141,5031055.758165829
6192,6620,8956,18306,18379,32767,-9284,1728,5316,7,8536,5027,4784,-10492,4868,5424,8239,2260,3594,-4925.42,-12352.02,-9294.28,-1742.21,1748.305,-362.33,-15788.26,-2818.94,-377.4,7.0,121.38,230.79,-258.285,-15059.58,1363.34,2821.6,-114.17,-74.495,207.54,-16484,-32768,-25916,-18726,-23865,-25890,-19124,-6572,-5760,7,-11262,-4781,-5583,-19740,-1564,-424,-10644,-3773,-4984,Mermaid,33253494.01366834,106561390.39155778,67816361.73025125,110883502.52854271,159583379.05726132,355843682.36291456,2228591.6104522613,1466035.855678392,6008730.814070351,0.0,18985354.287035175,4371585.111457286,5423789.229924624,4887244.124221105,1980914.9390954773,1452145.527638191,31636285.126733664,1638632.5225879396,6496250.330050251
6192,4464,6492,17588,20807,32767,-12124,2468,6736,7,7188,5352,6547,-10492,4564,5304,7595,2167,3403,-4965.06,-11799.44,-9017.46,-401.515,1976.385,-194.965,-15716.38,-2777.9,-422.58,7.0,427.705,101.375,-316.4,-15008.4,1336.78,2828.22,434.595,118.105,-286.975,-16192,-32768,-25916,-19464,-20627,-26299,-19556,-7168,-5612,7,-10725,-5250,-5583,-20888,-1556,-424,-8175,-1996,-4984,Mermaid,37351666.89085428,113239763.4637186,70557639.58633167,89493259.67816582,155509055.80580398,360196410.09424627,2137771.1915577888,2015517.8994974873,6685291.400603015,0.0,15629737.937663315,4458085.069723618,5278026.834170855,6055319.638190954,2007193.6800000002,1362816.0317587943,21124371.970829144,1360852.3758542715,5667588.828517588
7764,5804,6592,26122,21106,32767,-9640,2468,6736,7,7267,5660,6547,-11060,4956,5460,7680,4407,3172,-5899.06,-11410.82,-8321.6,-447.3,1065.995,1382.475,-15675.22,-2682.46,-766.76,7.0,368.655,-61.17,-247.28,-15016.84,1386.46,2531.96,313.375,304.25,-335.555,-16192,-32768,-26960,-31033,-25348,-26397,-19564,-7168,-5612,7,-8438,-5778,-5315,-20888,-1556,-240,-6694,-2592,-3518,Mermaid,41688442.68984925,125574479.56542714,83630843.33668342,121368243.55778894,184911607.76379398,410174883.79836684,2277929.11718593,2264556.330050251,7667314.39437186,0.0,13720101.212035177,6302362.141809045,4308525.207638191,6021027.150150754,1925948.0888442216,1511926.0285427135,16556534.84861809,2132068.379396985,4340698.941683417
7764,6212,8100,26122,21106,32767,-9640,2360,11280,7,8178,5737,3450,-11664,4956,5460,7680,4407,3361,-5999.82,-12731.36,-9158.72,-48.985,-441.31,2623.895,-15706.54,-2534.34,-749.66,7.0,140.79,-53.725,-374.55,-15164.64,1480.1,2398.14,-622.695,503.545,-59.32,-21792,-32768,-26960,-31033,-25348,-32768,-20392,-5920,-8852,7,-12743,-6139,-6179,-22000,-1028,-240,-15549,-2592,-3518,Mermaid,39035795.50512563,123780048.79437187,80974317.3081407,129771323.64298996,181953438.98884422,420250350.1848995,2452202.15919598,1558209.3310552763,10448811.300904524,0.0,19024381.342613067,7079060.833542714,3902276.9924623114,5691028.8144723615,1394211.768844221,1487522.7139698495,18725828.02208543,2352831.32459799,4401870.389547738
16944,13588,1920,29538,17451,32767,-4108,15652,18116,7,32767,13476,7285,-11540,3888,7564,25294,6514,5604,-7002.08,-7887.68,-5123.16,7090.84,-749.335,6461.02,-15948.24,989.36,3970.6,7.0,1803.82,-201.985,-517.935,-15265.56,274.08,2642.42,4217.585,627.5,-1240.29,-19128,-32768,-24120,-19323,-24933,-32768,-32768,-24656,-5532,7,-32768,-16622,-10679,-21812,-2668,-1024,-17803,-6430,-10163,Jamesbond,102449303.31015076,97386052.07798995,26083794.10492462,105024306.43658292,63646260.726407036,335111134.5322613,6427287.258693468,25040707.93005025,13411696.361809045,0.0,229240293.22371852,38889991.86409548,11446115.839974873,4134393.2124623116,2557391.7523618094,2834480.224723618,141767722.51535177,6794732.020100502,15014101.443115577
-8688,88,772,29538,17734,32767,-4108,15652,18116,7,32767,13194,6334,-10212,5764,7576,25294,6793,6267,-15429.48,-11729.54,-4731.48,1063.435,1238.415,-2608.35,-15626.62,2195.2,4276.44,7.0,-42.38,-344.625,-365.75,-14719.16,920.48,3691.0,-833.665,994.205,470.74,-24284,-32376,-12820,-18333,-8648,-32768,-32768,-24656,-3096,7,-32768,-15352,-10679,-21812,-2584,-1024,-21147,-4213,-10163,Jamesbond,7029549.074974873,52662127.706934676,5250818.301105527,140921390.5284171,30537283.299271353,239626614.90201005,6695992.538291457,20937002.291457288,15086590.679798996,0.0,237046602.51819092,30977316.235552765,9140746.429648241,3115908.7581909546,2384019.3865326634,1738217.9296482413,188229557.96258795,4057199.6210804023,18584858.052663315
15976,27272,2728,32767,17734,32767,-8464,13916,14636,7,32767,8882,10159,-10212,6708,7576,21361,6793,6267,-9705.4,-10381.46,-5755.28,-1521.545,-2172.635,781.325,-15582.54,248.28,4397.02,7.0,-1745.38,-144.12,102.29,-15008.28,1557.88,3161.4,-3883.33,30.885,1079.255,-24284,-32768,-17116,-18333,-16601,-32768,-23748,-12724,-3096,7,-32768,-15352,-8626,-19232,-2104,-1656,-21147,-4944,-9770,Jamesbond,90545990.71356784,148832657.87778893,18743603.57949749,117028121.04319094,54970212.67515075,435661753.2556532,3989458.6818090454,21815059.05688442,10901563.657889448,0.0,218493748.6689447,29456494.31718593,13139118.920502512,1771447.3985929647,2850910.538291457,1969327.2361809046,144240540.20211056,6978366.222889448,19131426.854246233
15976,27272,2728,32767,14088,32767,-9696,8504,15412,7,32767,8882,10159,-11532,6708,7972,23516,7178,5036,-8809.3,-7962.64,-5651.24,5723.11,-838.0,7986.03,-15508.24,-268.24,4177.68,7.0,4937.685,1243.365,-72.03,-15003.24,1689.92,3217.82,5090.85,190.86,-1977.735,-18308,-32768,-17116,-17143,-16601,-32768,-25248,-15132,-5724,7,-20982,-8217,-7476,-21440,-2104,-1656,-10214,-4944,-9770,Jamesbond,74634049.11557789,104112396.4526633,17274818.79638191,107472185.67628142,43211340.110552765,208047747.25537688,3771631.3792964825,19970602.55517588,9854574.851859296,0.0,145036557.61384422,10769086.494246231,11264511.948844222,3471895.2184924623,3029751.149346734,2923824.851859296,95012074.32914573,7134829.347135678,13548696.708316583
8308,13456,5468,29085,15002,32767,-9696,18316,20156,7,32767,7733,8579,-11532,5080,7972,23516,7178,5688,-11030.92,-9143.26,-4186.36,2851.435,1677.185,-5554.86,-15511.64,1439.88,4062.7,7.0,-4239.39,-1235.475,507.475,-14716.36,967.1,3670.0,-3376.57,783.925,669.625,-18308,-30824,-9736,-13258,-11615,-32768,-26068,-15132,-5724,7,-32768,-18141,-9573,-21440,-1620,-40,-19351,-5342,-8770,Jamesbond,46361329.64180903,84285072.41447236,8513110.703919597,121054652.44801506,34463876.60379397,209875842.83457288,5442770.523015075,19837160.34733668,15021876.894472362,0.0,163162491.0632161,23470547.125000004,8922099.567211056,4379712.191356784,2292473.1557788947,2001054.231155779,131491191.60311556,4630769.577261307,13614117.119974874
15132,13456,5468,23775,15002,32767,-9844,18316,20156,7,32767,11803,8579,-11044,5080,7400,24290,5968,5688,-4749.38,-11604.94,-5521.8,1207.365,-752.955,1888.685,-15437.32,380.36,4524.96,7.0,-757.235,124.055,-413.045,-15043.78,-140.9,2964.4,-1820.02,557.16,221.06,-17764,-32768,-14456,-13258,-14442,-32768,-26068,-12752,-4132,7,-32768,-18141,-12088,-21456,-4276,-1152,-19351,-5626,-8292,Jamesbond,91986345.10110554,111933250.4084422,17052044.66331658,115145783.98168342,52147819.00801508,449985698.61886925,5036903.575477387,28707161.1159799,16349975.837587941,0.0,268416191.10530153,34446912.2130402,15102570.15374372,4322423.026733668,2714214.0201005023,1478358.6733668342,172803400.42170852,6199865.83356784,16025660.428542713
15132,4984,48,23775,10675,32767,6220,15952,26128,7,32767,11803,6857,-11044,4280,7508,24290,6589,4856,-7892.28,-11614.34,-6328.92,2922.895,-592.225,8639.935,-15618.3,-94.48,4255.6,7.0,5880.1,1310.025,-948.215,-15380.46,-266.96,2762.04,5632.67,695.6,-1732.59,-17984,-32768,-14456,-12718,-14442,-9659,-32768,-24288,-4028,7,-6909,-4928,-12088,-21888,-4276,-1412,-10841,-5626,-8292,Jamesbond,87252525.58954774,35392349.632562816,8880392.315175882,87817878.3055025,31930433.44158292,152282391.95052764,9671218.88442211,23766102.281005025,17227902.713567838,0.0,108572584.49246234,13207059.56218593,8313799.606809046,4957343.063718593,2541902.5109547735,1900330.9330653267,92120048.72472362,5548608.864321608,7906739.499396985
5456,21620,32767,32767,32767,27154,-9584,4752,10948,7,4954,10776,7122,-6452,4616,6620,5390,3669,4859,-11956.58,-9297.82,-10552.965,-2818.335,3500.68,598.99,-15693.72,-1182.6,2669.96,7.0,-207.625,-370.23,-455.595,-14872.22,305.32,3064.24,-449.255,64.37,-117.23,-32768,-32768,-32768,-32768,-32768,-28632,-21472,-8092,-2224,7,-10932,-10341,-7766,-21800,-3940,-2208,-11730,-6395,-4371,Mermaid,74296909.89306533,125175105.09306534,299727154.9284171,332942459.5706281,471166405.0327638,206286985.91949746,4152087.0769849247,5006974.190954774,5932586.933065327,0.0,4107018.1853015074,15550236.489547739,7556974.0009799,10015513.921206031,2974828.88201005,2763186.1129648243,13210342.743693467,3751358.4553768844,3271597.574974875
5456,22144,32232,32767,32767,27154,-9400,4820,9200,7,8387,12860,9705,-5516,5484,7472,5390,3776,3904,-7190.0,-8535.4,-11703.66,-178.205,2947.715,816.72,-15923.8,-1685.16,3622.5,7.0,-54.19,1105.645,437.03,-15269.66,199.48,3615.78,-266.3,448.52,-121.52,-24176,-32768,-32768,-32768,-32768,-20392,-21472,-8092,-2520,7,-10978,-11117,-6546,-21828,-3392,-1172,-7325,-4222,-4449,Mermaid,38893367.15577889,136300502.63316584,294482197.51195985,273566924.606005,417092457.7424875,168680130.23276383,6383293.869346733,5421048.858693467,5597135.346733668,0.0,4939158.486331658,23313358.250226133,10984651.999095475,15300189.310954774,1873352.0900502515,2503335.2679396984,7766686.361809045,2782222.8538693464,3544259.2759798993
6884,22144,32232,28210,32767,29081,-9400,5244,8820,7,8387,12860,9705,-5516,5484,7836,6647,3776,8576,-5157.18,-9160.36,-14877.92,-1895.73,987.41,988.08,-15701.84,-1905.56,4114.44,7.0,-245.11,246.86,-112.42,-15064.96,141.82,3983.8,-274.88,394.545,413.78,-16940,-29916,-32768,-32768,-32768,-20392,-20056,-7312,-2520,7,-10978,-11117,-6546,-21896,-4204,436,-10016,-3160,-9707,Mermaid,30138269.072964825,105606085.33708541,316859731.4508543,177308182.9317588,401487464.5546734,140091507.24984923,5969401.059698492,4312943.242613065,4133307.4637185936,0.0,7734751.344623115,25453883.568241205,12177777.641809044,12287695.154170856,2875571.9071356785,2997811.8994974876,14528502.23678392,2258830.430125628,12439024.966432162
12332,32767,32767,29843,32767,32767,-9928,5244,9124,7,10058,8019,7406,-7764,5368,10372,8836,5743,11235,-6113.96,-9086.405,-11238.735,-859.895,-995.29,5432.405,-15647.28,-2063.68,4645.0,7.0,26.58,-638.57,-761.455,-15089.66,84.36,4362.36,-668.95,-43.105,-194.785,-20228,-32768,-32768,-24430,-32768,-18068,-19684,-6060,-628,7,-6991,-8948,-6007,-21896,-5880,200,-10739,-4573,-10105,Mermaid,43188698.6918593,168297386.95575377,377916614.20580405,155249354.16479897,549709193.5335678,201378967.5085176,4253411.338291457,3252007.294070352,3811788.9849246233,0.0,11236856.837788947,18392734.899597988,8051997.093442213,8506111.883819096,6153072.432562814,4109663.708944723,30845582.620603014,3180811.983894473,28382199.95856784
