timestamp,action,goal,time_delta,correct,voltage,current,power,cumpower
1549018284.948289,None,raffles,60.00653791427612,False,0,0,0,0
1549018344.963968,None,chicken,60.006019115448,False,0,0,0,0
1549561425.4475121,None,chicken,60.00771522521973,False,0,0,0,0
1549561485.4636748,None,hunchback,60.00251770019531,False,0,0,0,0
1549561545.472787,None,hunchback,60.002694845199585,False,0,0,0,0
1549561605.486413,None,cowboy,60.005955934524536,False,0,0,0,0
1549561665.496448,None,crab,60.003710985183716,False,0,0,0,0
1549593586.2838643,None,crab,60.019187688827515,False,0,0,0,0
